MC	<p>001. 3a46</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;57</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 64&deg;C and the pH is 4.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>080. d266</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;43</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;80</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 36&deg;C and the pH is 1.4.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>081. 65cb</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;52</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 29&deg;C and the pH is 9.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>082. 0b92</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;30</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;62</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 29&deg;C and the pH is 1.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>083. b0d6</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;40</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;83</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 37&deg;C and the pH is 5.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>084. 5a9f</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 50&deg;C and the pH is 8.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>085. f3a8</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;30</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10&ndash;17</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 73&deg;C and the pH is 5.6.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>086. ad07</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;40</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 75&deg;C and the pH is 2.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>087. 5935</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;82</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;33</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;73</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 60&deg;C and the pH is 5.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>088. 3900</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;77</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 75&deg;C and the pH is 7.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>089. f868</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 69&deg;C and the pH is 4.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>090. 88b5</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;80</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;63</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 56&deg;C and the pH is 9.4.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>091. ee37</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 17&deg;C and the pH is 9.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>092. 1cde</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;30</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;47</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;63</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 57&deg;C and the pH is 0.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>093. c448</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;62</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 73&deg;C and the pH is 6.6.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>094. 9f12</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;30</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;63</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 57&deg;C and the pH is 2.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>095. 2ff3</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;42</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 56&deg;C and the pH is 10.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>096. 4b0a</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;58</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;82</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 74&deg;C and the pH is 4.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
